Index,Sentence,Options,Label
1053,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","A. A string of unfortunate events had plagued the production of the play.
B. Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.
C. Make sure you take an umbrella – I know it's sunny now, but better safe than sorry.
D. You wouldn't have these options once you move across the country, so work hard while you are here.",D
1054,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","A. Enjoy the honeymoon period of your marriage as much as you can before it passes.
B. Their company is so debt-ridden due to erratic management that I think it's safe to say they're about to go bankrupt.
C. Just because your roommate never cleans up after himself doesn't mean you should too.
D. Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.",A
1055,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","A. Don’t lie to land a job, remember that honesty is the best policy.
B. The group managed to finish the project just in time and submitted the report two minutes before the deadline.
C. Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.
D. Although he isn't my favorite singer, my brother absolutely adores his vocals and techniques.",C
1056,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","A. It would have been okay if you had discussed the problem right then and there. Now, it's too late and a lot of work is required to rectify this.
B. She cannot be dismissed because she is aware of the boss's shady business dealings.
C. Sally has never been to the gym as she is afraid of lifting weights, but lately she's been showing interest and said she will start soon.
D. Be thankful for the sunshine this summer because it only appears briefly during the winter.",D
1057,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"A. After seeing Tim being disappointed over not making the basketball team, Barry advised him to stray away from his emotions and work hard to try again next year.
B. Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.
C. He attacked every point in my argument.
D. It was a fantastic vacation, but all good things come to an end.",D
1058,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"A. Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.
B. I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.
C. Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.
D. Mary should not have dropped out of school to follow in the footsteps of her favorite writer.",C
1059,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"A. I do not want to spoil your mood but I have to babysit my nephew today.
B. I have decided to see the project through and I will do anything to get the work done.
C. A friend of mine who had failed 12th grade for the last five years, finally succeeded to pass.
D. While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.",D
1060,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"A. He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.
B. When Chris turned forty, he decided to live his life in the fast lane and quit his job for his hobbies.
C. I have had a great time in college, but tomorrow I will be graduating.
D. The oldest laptop in the office is Lexi's. But she really enjoys using it.",C
1061,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"A. I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.
B. Sally has never been to the gym as she is afraid of lifting weights, but lately she's been showing interest and said she will start soon.
C. He slipped at the edge of the cliff but managed to hold on to the rock and was saved just in time.
D. She's a representative of California for crying out loud! How do you not recognize her?.",A
1062,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"A. My tiny daily coffee expenses are draining up all my income.
B. She cannot be dismissed because she is aware of the boss's shady business dealings.
C. But before he knew it, he had already finished the delicious meal.
D. It looks easy but it is very hard to drive a car in this traffic. Only experienced drivers can navigate this chaos.",C
1063,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"A. Gary started investing his money and time in creating a small garden for himself during the off season. Gary regrets not planning and starting during the spring and summer season when results are more visible.
B. Your 20s are the best time of your life, enjoy it while it lasts.
C. Fred built an immense fortune by swindling others, but he lost it all when someone swindled him.
D. While a bed would be nice, I'm fine with sleeping on the sofa in the living room for now.",B
1064,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"A. A string of unfortunate events had plagued the production of the play.
B. You wouldn't have these options once you move across the country, so work hard while you are here.
C. If my project partner hadn't gotten sick I never would have need to finish the entire assignment on my own by working day and night.
D. While people believed it was impossible to escape from the secret police, Peter somehow managed to do so successfully, albeit a bit close for comfort.",B
1065,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"A. The professor knows the students mostly copied the homework, but decides not to be strict about it.
B. I've heard that the defense lawyer has a fresh eyewitness who was previously unknown.
C. When the season changes, we won't have access to such delicious mangoes. So, devour them.
D. When he finally started earning after years of struggle, Alex spent all his money on drinks and parties as he wanted to enjoy his life now.",C
1066,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"A. Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.
B. She tried to hand over the hardest part of the assignment on me so she doesn't have to do it.
C. It looks easy but it is very hard to drive a car in this traffic. Only experienced drivers can navigate this chaos.
D. The company was apologetic for not being able to pay the holiday bonus to employees.",A
1067,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"A. It would be better if you applied to several companies instead of just one.
B. Although he isn't my favorite singer, my brother absolutely adores his vocals and techniques.
C. I can just watch the adaptation instead of reading the 5 massive books the adaptation was based on.
D. Be thankful for the sunshine this summer because it only appears briefly during the winter.",D
1068,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"A. It was a fantastic vacation, but all good things come to an end.
B. I have decided to see the project through and I will do anything to get the work done.
C. You may not like your job, but don't quit merely on the hope of finding a better one.
D. But if you look at the bright side you got to learn so much from the experience.",A
1069,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"A. She tried to hand over the hardest part of the assignment on me so she doesn't have to do it.
B. Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.
C. How can you expect to not to fail if you didn't study for the test at all?.
D. Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.",D
1070,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"A. Sally always gets so happy and comfortable whenever Sharon is around.
B. While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.
C. I would rather use my old pan for cooking than buy the new utensil with fancy features.
D. John is rich and everyone is envious of his wealth. But he is also lonely as he has no one to share his life with.",B
1071,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"A. I have had a great time in college, but tomorrow I will be graduating.
B. Even though it took me two weeks, I at least sent the letter.
C. The company was apologetic for not being able to pay the holiday bonus to employees.
D. Clark took 10 years to propose to Cece. We all had lost hope but finally he came through.",A
1072,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"A. After losing half of the soldiers, they had no other option but to use the tank to fight.
B. Sally has never been to the gym as she is afraid of lifting weights, but lately she's been showing interest and said she will start soon.
C. Having different social groups is a good idea so that you can enjoy all the things you like with different kinds of people.
D. I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.",D
1073,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"A. Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.
B. But before he knew it, he had already finished the delicious meal.
C. I have decided to see the project through and I will do anything to get the work done.
D. Do you know who you're facing? That's the world champion of taekwondo standing right there!.",B
1074,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"A. Having cried the entire night she greeted everyone in the morning like sunshine.
B. Your 20s are the best time of your life, enjoy it while it lasts.
C. He attacked every point in my argument.
D. She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.",B
1075,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"A. Since both of our favourite teams have lost, lets enjoy the world cup together and not fight.
B. You wouldn't have these options once you move across the country, so work hard while you are here.
C. The boy who cried wolf got his comeuppance once the wolves really came.
D. The brother and sister decided to stop the fight and decided to be cordial again.",B
1076,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"A. I hold it against him for not treating me with respect.
B. When the season changes, we won't have access to such delicious mangoes. So, devour them.
C. Having cried the entire night she greeted everyone in the morning like sunshine.
D. Liam lied to get into the school; Lary did not. Liam had a difficult time trying to hide the deception as a result. But unlike Liam, Lary did not have to worry about anything else, so he had a terrific time.",B
1077,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"A. Andy played hooky from work for a week saying he was sick, now he is on very thin ice according to his boss.
B. Enjoy the honeymoon period of your marriage as much as you can before it passes.
C. Larry always starts the work without reading the requirements and tries to finish it early as well. This leads to others having to fix his work.
D. Don’t invest all your money in the stock market, you should never put all your eggs in one basket.",B
1078,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"A. Every evening, many drinkers get together in a bar near our home. You know, birds of a feather flock together.
B. Do you know who you're facing? That's the world champion of taekwondo standing right there!.
C. Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.
D. Be thankful for the sunshine this summer because it only appears briefly during the winter.",D
1079,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"A. Her atheltic career started with her first visit to the gym. She never looked back and now is a world class athelete.
B. Listen to the news straight from the horse’s mouth, his factory burned down right in front of his eyes.
C. It was a fantastic vacation, but all good things come to an end.
D. Mary should not have dropped out of school to follow in the footsteps of her favorite writer.",C
1080,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"A. Don't be greedy, just take whatever they offer you as if you negotiate too much they might take the offer back.
B. Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.
C. He attacked every point in my argument.
D. Sally owns a pet dog; the dog always wiggles its tails and sits next to Sally's father more than anyone else.",B
1081,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"A. You should not be using your pen for gossip and rumors, even though other media reporters are doing so.
B. I want to attend the lecture as it will be delivered straight from the pioneer of the subject.
C. David was at risk of receiving bad reviews for his work ethic from his manager and scrambled to setup the new system from scratch.
D. While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.",D
1082,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"A. Claire always thought that Max was unkind and rude because of his edgy fashion sense. But once she learned how kind and sensitive he was, she was surprised.
B. Once she got bored and tired with the same old job, she decided to leave and opened up a restaurant.
C. In familiy planning, it's wise not to trust just one childcare method. Different parenting styles contribute to a well-rounded upbringing.
D. I have had a great time in college, but tomorrow I will be graduating.",D
1083,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"A. A forest grew near the river.
B. Kim checked the papers in a rush so that she can have more free time. But, now she needs to redo them as half of the class complained.
C. I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.
D. Their company is so debt-ridden due to erratic management that I think it's safe to say they're about to go bankrupt.",C
1084,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"A. He spent years trying to avoid paying taxes, and now he's facing nearly 10 years in prison for it.
B. I hold it against him for not treating me with respect.
C. But before he knew it, he had already finished the delicious meal.
D. She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.",C
1085,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"A. Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.
B. Your 20s are the best time of your life, enjoy it while it lasts.
C. For not submitting her homework on time, Amy falsely made up an excuse that her dog ate it but the professor decided to penalize her.
D. Although he isn't my favorite singer, my brother absolutely adores his vocals and techniques.",B
1086,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"A. Sally had to gather the strength to be the pillar of support for her parents when her only sibling passed away.
B. The baby looks as snug as a bug in a rug next to her mother.
C. A string of unfortunate events had plagued the production of the play.
D. You wouldn't have these options once you move across the country, so work hard while you are here.",D
1087,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"A. There is no point in regretting your approach after you've had the interview. Move on to the next one.
B. Even though I lost everything in the fire, I ended up moving to Arkansas where I won the state lottery.
C. The journalist thought the life of the famous actress was extraordinary, only to realize later that it was not what it looks like.
D. When the season changes, we won't have access to such delicious mangoes. So, devour them.",D
1088,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"A. A string of unfortunate events had plagued the production of the play.
B. It requires a tremendous amount of focus and discipline to clear the entrance exam. Not everyone can pass it.
C. Enjoy the honeymoon period of your marriage as much as you can before it passes.
D. She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.",C
1089,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"A. He left his partner to find true love, only to realize that he already had it before.
B. Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.
C. Linda's demeanor changes whenever her husband is around. She feels she can be her true self whenever she's with him.
D. The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.",B
1090,"My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.","A. Having different social groups is a good idea so that you can enjoy all the things you like with different kinds of people.
B. With no homework to do, I spent the weekend coming up with ways to annoy my brother.
C. Although I'm pretty familiar with this part of the woods and don't need a map, I still brought one with me in case I got lost during the hike.
D. Even though I lost everything in the fire, I ended up moving to Arkansas where I won the state lottery.",B
1091,"My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.","A. You can’t just sell all of your shares when the market is low; look before you leap. Tomorrow, it is possible the shares may rebound.
B. A journey of a thousand miles begins with a single step.
C. After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.
D. The game was won when the team broke the tie and scored their third goal.",C
1092,"My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.","A. Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.
B. Let's make-do with the cold and build a fire instead of waiting for the weather to warm up.
C. I asked Joe to lend me his bicycle, and he sent me this old, rusty one which I had to use as I had no other option.
D. He never told her about his feelings but everytime he met her, he was caring towards her.",A
1093,"My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.","A. The painter did not have the yellow color with him so had to paint with red, making his painting famous for its unconventional choice.
B. I am determined to cook the Thanksgiving dinner from scratch this time no matter how difficult it is.
C. Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.
D. She's a representative of California for crying out loud! How do you not recognize her?.",C
1094,"My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.","A. The students created a mess in the class when there was no teacher to monitor.
B. I cannot forgive Nick for how he insulted me that day at the party.
C. Sally has never been to the gym as she is afraid of lifting weights, but lately she's been showing interest and said she will start soon.
D. I love to talk to people who know about computers because I enjoy learning about computers.",A
1095,"With no homework to do, I spent the weekend coming up with ways to annoy my brother.","A. Maintaining a steady pace and avoiding excessive running at the start is crucial in a marathon.
B. All the people who had the same interests at the conference were socializing together.
C. My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.
D. For not submitting her homework on time, Amy falsely made up an excuse that her dog ate it but the professor decided to penalize her.",C
1096,"With no homework to do, I spent the weekend coming up with ways to annoy my brother.","A. Don’t judge people based on appearances alone; appearances can be deceptive.
B. It would have been okay if you had discussed the problem right then and there. Now, it's too late and a lot of work is required to rectify this.
C. After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.
D. Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.",C
1097,"With no homework to do, I spent the weekend coming up with ways to annoy my brother.","A. Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.
B. Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.
C. I can just watch the adaptation instead of reading the 5 massive books the adaptation was based on.
D. It is not that cold today, but I'd still go by car since I can't afford to get sick.",A
1098,"With no homework to do, I spent the weekend coming up with ways to annoy my brother.","A. In this part of town, there are always guys trying to deceitfully pass off cheap watches as authentic Rolexes.
B. Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.
C. Don’t invest all your money in the stock market, you should never put all your eggs in one basket.
D. After letting off his rage he sat down like a lamb.",B
1099,"With no homework to do, I spent the weekend coming up with ways to annoy my brother.","A. The students created a mess in the class when there was no teacher to monitor.
B. How can you expect to not to fail if you didn't study for the test at all?.
C. one can't eat from a broken plate.
D. Listen, losing weight is easier said than done, many people lack commitment.",A
1100,"After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.","A. It is not that cold today, but I'd still go by car since I can't afford to get sick.
B. My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.
C. My sister cannot sleep in a dark room due to her fears, but she wants to challenge herself someday.
D. Don't be greedy, just take whatever they offer you as if you negotiate too much they might take the offer back.",B
1101,"After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.","A. With no homework to do, I spent the weekend coming up with ways to annoy my brother.
B. Mary wanted a big dog house for the dogs but Peter couldn't afford to build her one so she made one from the carboard boxes.
C. All that glitters is not gold.
D. To avoid burning your hands, use oven mitts when removing the cake, as it will be hot unlike how it is now.",A
1102,"After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.","A. In this part of town, there are always guys trying to deceitfully pass off cheap watches as authentic Rolexes.
B. Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.
C. The economic depression was the combined result of several risky fiscal policies.
D. Ramos decided to finish writing the novel over the weekend, so he went to the cabin where no one could disturb him.",B
1103,"After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.","A. Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.
B. The group managed to finish the project just in time and submitted the report two minutes before the deadline.
C. After losing half of the soldiers, they had no other option but to use the tank to fight.
D. Your friend going to the spa instead of doing her homework doesn't mean you can do it too.",A
1104,"After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.","A. After years of working as a lawyer, Smith decided to quit and open a youtube channel for his singing videos.
B. The students created a mess in the class when there was no teacher to monitor.
C. He never told her about his feelings but everytime he met her, he was caring towards her.
D. The professor knows the students mostly copied the homework, but decides not to be strict about it.",B
1105,Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.,"A. A fallen tree cannot provide shade.
B. My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.
C. Sally has never been to the gym as she is afraid of lifting weights, but lately she's been showing interest and said she will start soon.
D. The weather finally became pleasant following the stormy week.",B
1106,Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.,"A. Don't let his clothes fool you. He may dress himself in simple clothes without logos, but he is actually a millionaire.
B. When he finally started earning after years of struggle, Alex spent all his money on drinks and parties as he wanted to enjoy his life now.
C. With no homework to do, I spent the weekend coming up with ways to annoy my brother.
D. Each blade of grass was a bayonet pointed firmly at our bare feet.",C
1107,Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.,"A. I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.
B. Walter failed his exam, but his father only responded, ""Son, don't cry over spilt milk,"" when he arrived.
C. After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.
D. In this part of town, there are always guys trying to deceitfully pass off cheap watches as authentic Rolexes.",C
1108,Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.,"A. She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.
B. Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.
C. You may not like your job, but don't quit merely on the hope of finding a better one.
D. Philip avoided the chores by pretending to be busy until his mother realised he had no work and made him do the chores all week.",B
1109,Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.,"A. The students created a mess in the class when there was no teacher to monitor.
B. Little by little, the stove’s radiating heat melted the chocolate bar on the counter nearby.
C. Although she realized the mistake a week after the incident, she waited two years before finally apologizing and confessing.
D. Sam is scared of speaking to strangers but she wants to build up the courage and try it out.",A
1110,"Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.","A. To avoid burning your hands, use oven mitts when removing the cake, as it will be hot unlike how it is now.
B. Walter failed his exam, but his father only responded, ""Son, don't cry over spilt milk,"" when he arrived.
C. He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.
D. My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.",D
1111,"Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.","A. Lake Erie drains into Lake Ontario via the Niagara River.
B. With no homework to do, I spent the weekend coming up with ways to annoy my brother.
C. He attacked every point in my argument.
D. The process of quiting smoking starts with a desire to quit smoking.",B
1112,"Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.","A. She's a representative of California for crying out loud! How do you not recognize her?.
B. Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.
C. After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.
D. John studied all throughout college in the hopes of landing a good job. He made sacrifices and put in a lot of hard work.",C
1113,"Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.","A. Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.
B. A friend of mine who had failed 12th grade for the last five years, finally succeeded to pass.
C. Sally had to gather the strength to be the pillar of support for her parents when her only sibling passed away.
D. Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.",A
1114,"Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.","A. In familiy planning, it's wise not to trust just one childcare method. Different parenting styles contribute to a well-rounded upbringing.
B. A broken cup can no longer contain its coffee.
C. The students created a mess in the class when there was no teacher to monitor.
D. My pet dog is down for the count after playing the whole day with the frisbee.",C
1115,The students created a mess in the class when there was no teacher to monitor.,"A. Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.
B. My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.
C. It was a fantastic vacation, but all good things come to an end.
D. If the workers cannot work for 20 hours a week, they can quit.",B
1116,The students created a mess in the class when there was no teacher to monitor.,"A. With no homework to do, I spent the weekend coming up with ways to annoy my brother.
B. If you had come earlier with your computer, it would have been possible to fix the malfunction. But now, you may need to buy a new one.
C. It takes a lot of effort to write a novel, so do not think writers do nothing worthy.
D. As they say, every cloud has a silver lining. If we hadn't missed the plane, we would never have met you.",A
1117,The students created a mess in the class when there was no teacher to monitor.,"A. After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.
B. I've heard that the defense lawyer has a fresh eyewitness who was previously unknown.
C. The way the book is written, I get distracted by the peculiar grammar and word choice and can't learn anything from it.
D. The baby looks as snug as a bug in a rug next to her mother.",A
1118,The students created a mess in the class when there was no teacher to monitor.,"A. Many students came to study under the guru.
B. She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.
C. You must go immediately if you want to meet with the Senate. Otherwise, you'll struggle due to the traffic.
D. Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.",D
1119,The students created a mess in the class when there was no teacher to monitor.,"A. Jake might look confused all the time, but he's really extremely bright.
B. Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.
C. A large suburban community has developed outside the city center over the past few decades.
D. Although I'm pretty familiar with this part of the woods and don't need a map, I still brought one with me in case I got lost during the hike.",B
1120,"Don’t ignore the sudden malfunctioning of your car, just go to the garage. A stitch in time saves nine.","A. Show some respect to your professor! He is a legend in his field.
B. For not submitting her homework on time, Amy falsely made up an excuse that her dog ate it but the professor decided to penalize her.
C. You can't drive a car with no fuel.
D. I think it’s better to compromise with your neighbour now instead of letting tensions simmer and allowing the problem to snowball.",D
1121,"Don’t ignore the sudden malfunctioning of your car, just go to the garage. A stitch in time saves nine.","A. After seeing Tim being disappointed over not making the basketball team, Barry advised him to stray away from his emotions and work hard to try again next year.
B. I'm sorry to disappoint you but you're not allowed in this party anymore. You're on the blocklist!.
C. I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.
D. Resolving small issues in relationships immediately may prevent bigger troubles down the road.",D
1122,"Don’t ignore the sudden malfunctioning of your car, just go to the garage. A stitch in time saves nine.","A. Lake Erie drains into Lake Ontario via the Niagara River.
B. Hearing the startup give its business pitch was more informative than any of their marketing and advertising.
C. If you had come earlier with your computer, it would have been possible to fix the malfunction. But now, you may need to buy a new one.
D. I have set my mind to go through the spreadsheets by Monday and I am working for it hook, line and sinker.",C
1123,"Don’t ignore the sudden malfunctioning of your car, just go to the garage. A stitch in time saves nine.","A. After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.
B. Once she got bored and tired with the same old job, she decided to leave and opened up a restaurant.
C. You should have gone to the doctor earlier. They still could have cured you then.
D. Sally owns a pet dog; the dog always wiggles its tails and sits next to Sally's father more than anyone else.",C
1124,"Don’t ignore the sudden malfunctioning of your car, just go to the garage. A stitch in time saves nine.","A. The incharge was overjoyed to see that the floor had finally been cleaned properly by the new hire and was no longer slippery.
B. The oldest laptop in the office is Lexi's. But she really enjoys using it.
C. It would have been okay if you had discussed the problem right then and there. Now, it's too late and a lot of work is required to rectify this.
D. The doctor had an important surgery the next day, so he asked the staff to not interrupt him with any minor tasks.",C
1125,"Don’t ignore the sudden malfunctioning of your car, just go to the garage. A stitch in time saves nine.","A. Larry was upset even months after breaking up with Samantha. So, Mary, his sister finally told him that there is no point in dwelling over it since Samantha has moved on.
B. When the season changes, we won't have access to such delicious mangoes. So, devour them.
C. You wouldn't have these options once you move across the country, so work hard while you are here.
D. We should go early to the boutique on the day of their sale to get the best stuff. The early bird catches the worm!.",D
1126,"Don’t ignore the sudden malfunctioning of your car, just go to the garage. A stitch in time saves nine.","A. This shopkeeper always palms off old stock to the customers.
B. We should submit the courses we want to register as early as possible so that we can get a seat.
C. Be thankful for the sunshine this summer because it only appears briefly during the winter.
D. I am absolutely terrified of skydiving, but I think once in my life, I will give it a whirl.",B
1127,"Don’t ignore the sudden malfunctioning of your car, just go to the garage. A stitch in time saves nine.","A. When the site was just discovered and undeveloped, Larry was able to purchase the home for a low price. Now, the price has risen to the point where even Will cannot afford it.
B. A broken cup can no longer contain its coffee.
C. Sally had to gather the strength to be the pillar of support for her parents when her only sibling passed away.
D. Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.",A
1128,"Don’t ignore the sudden malfunctioning of your car, just go to the garage. A stitch in time saves nine.","A. Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.
B. Karen is upset with Sandy for not telling her about her plans for the summer.
C. He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.
D. To secure the best batch, let's go to the farmer's market early as the remaining options may not be as favorable.",D
1129,"Don’t ignore the sudden malfunctioning of your car, just go to the garage. A stitch in time saves nine.","A. I was completely against nationalization. I resisted it wholeheartedly even though I became quite unpopular in the process.
B. John studied all throughout college in the hopes of landing a good job. He made sacrifices and put in a lot of hard work.
C. You must go immediately if you want to meet with the Senate. Otherwise, you'll struggle due to the traffic.
D. The journalist thought the life of the famous actress was extraordinary, only to realize later that it was not what it looks like.",C
1130,"Don’t ignore the sudden malfunctioning of your car, just go to the garage. A stitch in time saves nine.","A. Lake Erie drains into Lake Ontario via the Niagara River.
B. Between six and eight in the morning is when most of the museum visitors arrive. So, you should come one hour before then to avoid the crowd.
C. But if you look at the bright side you got to learn so much from the experience.
D. Victor from school is always trying to sell old coins to me saying they are rare and valuable.",B
1131,I think it’s better to compromise with your neighbour now instead of letting tensions simmer and allowing the problem to snowball.,"A. Make sure you take an umbrella – I know it's sunny now, but better safe than sorry.
B. He told his wife that he doesn’t want to rain on her parade, but they had to shift their vacation dates.
C. Don’t ignore the sudden malfunctioning of your car, just go to the garage. A stitch in time saves nine.
D. The director finally completed the film, having done everything in his power to get the film released and bankrupting his production company.",C
1132,I think it’s better to compromise with your neighbour now instead of letting tensions simmer and allowing the problem to snowball.,"A. Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.
B. I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.
C. Resolving small issues in relationships immediately may prevent bigger troubles down the road.
D. Frank finally had a good sleep in his childhood bed when he returned to the familiarity of his home country after years of working in faraway lands.",C
